string,subtlex_us.fpmw,subtlex_us.cd
capon,0.08,0.02
caprices,0.04,0.02
capsaicin,0.06,0.02
capsular,0.06,0.02
captaincy,0.04,0.02
capuchin,0.1,0.02
caput,0.04,0.02
capybaras,0.04,0.02
carabid,0.04,0.02
carabinieri,0.06,0.02
carbines,0.04,0.02
carbonaceous,0.06,0.02
carbone,0.14,0.02
carbonic,0.04,0.02
carborundum,0.14,0.02
carboxyhemoglobin,0.04,0.02
cardiograms,0.04,0.02
careened,0.06,0.02
careworn,0.04,0.02
carhop,0.04,0.02
caricatured,0.04,0.02
caricaturing,0.06,0.02
carina,0.22,0.02
carjackings,0.04,0.02
carmelite,0.04,0.02
carnac,0.04,0.02
carnauba,0.04,0.02
carolling,0.06,0.02
carotene,0.14,0.02
carotids,0.04,0.02
carpel,0.04,0.02
carpetbag,0.06,0.02
carps,0.04,0.02
carrozza,0.06,0.02
carryall,0.08,0.02
carryout,0.04,0.02
cartage,0.04,0.02
cartes,0.08,0.02
cartilaginous,0.04,0.02
cartographic,0.04,0.02
cartwheeling,0.04,0.02
caryl,0.37,0.02
casal,0.04,0.02
casanovas,0.04,0.02
casco,0.06,0.02
casebook,0.04,0.02
caseful,0.04,0.02
caseless,0.04,0.02
casement,0.04,0.02
casements,0.04,0.02
cashbox,0.08,0.02
cashiered,0.04,0.02
casitas,0.14,0.02
casse,0.12,0.02
cassis,0.08,0.02
cassone,0.04,0.02
cassy,0.04,0.02
castalia,0.22,0.02
catalepsy,0.18,0.02
catalpa,0.06,0.02
catamaran,0.06,0.02
catamite,0.04,0.02
catchable,0.06,0.02
categorised,0.04,0.02
catlin,0.08,0.02
catnapped,0.08,0.02
catnapper,0.08,0.02
cattery,0.04,0.02
caucasoid,0.04,0.02
cauchemar,0.04,0.02
caucuses,0.04,0.02
cauldrons,0.04,0.02
causer,0.08,0.02
cauterised,0.06,0.02
cautions,0.04,0.02
cavaliere,0.08,0.02
cavalierly,0.04,0.02
cavelike,0.04,0.02
cavorts,0.04,0.02
cay,0.12,0.02
cayuga,0.1,0.02
cayuse,0.04,0.02
ccw,0.04,0.02
ceded,0.04,0.02
ceding,0.04,0.02
ceilidh,0.06,0.02
cellists,0.04,0.02
cements,0.04,0.02
centerline,0.04,0.02
centimes,0.04,0.02
centralizing,0.04,0.02
centripetal,0.04,0.02
cephalexin,0.06,0.02
cephalic,0.04,0.02
cerebrospinal,0.04,0.02
ceres,0.16,0.02
certifications,0.04,0.02
certs,0.08,0.02
cesare,0.67,0.02
cesareans,0.04,0.02
cetacean,0.1,0.02
cetus,0.06,0.02
ceviche,0.04,0.02
chairlift,0.06,0.02
chairmen,0.04,0.02
chakram,0.1,0.02
chalking,0.04,0.02
cham,0.04,0.02
chamberlains,0.04,0.02
chametz,0.04,0.02
championing,0.04,0.02
chancellery,0.14,0.02
chanchito,0.06,0.02
chandlery,0.04,0.02
chandu,0.04,0.02
changeovers,0.04,0.02
chanticleer,0.04,0.02
chapbook,0.04,0.02
chara,0.04,0.02
characterisations,0.04,0.02
characterizes,0.04,0.02
charbroiling,0.04,0.02
charioteer,0.04,0.02
charioteers,0.04,0.02
charro,0.04,0.02
charybdis,0.24,0.02
chasten,0.04,0.02
chateaus,0.04,0.02
chatelet,0.04,0.02
chaussures,0.04,0.02
chautauqua,0.06,0.02
cheapie,0.06,0.02
cheapness,0.04,0.02
cheerfulness,0.04,0.02
cheeriest,0.04,0.02
cheerily,0.04,0.02
cheerless,0.04,0.02
cheeseboard,0.04,0.02
cheesecloth,0.04,0.02
cheesing,0.04,0.02
chelation,0.06,0.02
chello,0.14,0.02
chemmy,0.04,0.02
chenier,0.04,0.02
chequebooks,0.04,0.02
chequered,0.04,0.02
chequers,0.04,0.02
cherubic,0.04,0.02
cherubim,0.04,0.02
chervil,0.06,0.02
chessboards,0.04,0.02
chesser,0.04,0.02
chessman,0.04,0.02
chesterfields,0.04,0.02
cheyennes,0.08,0.02
chiao,0.12,0.02
chiasm,0.04,0.02
chichi,0.04,0.02
chiefest,0.04,0.02
chiggers,0.04,0.02
chil,0.06,0.02
chilblains,0.04,0.02
childbed,0.04,0.02
chiles,0.04,0.02
chilidogs,0.04,0.02
chiller,0.06,0.02
chinaware,0.04,0.02
chinch,0.04,0.02
chinning,0.04,0.02
chippers,0.22,0.02
chippewas,0.06,0.02
chiro,0.1,0.02
chiropodist,0.06,0.02
chirruping,0.12,0.02
chloroformed,0.06,0.02
chloromethane,0.04,0.02
chloroquine,0.12,0.02
choiring,0.06,0.02
chokers,0.04,0.02
chokey,0.14,0.02
choky,0.04,0.02
cholangitis,0.06,0.02
chooser,0.04,0.02
choosey,0.04,0.02
chordata,0.04,0.02
choreographing,0.04,0.02
chortling,0.04,0.02
chowderhead,0.04,0.02
chowhound,0.04,0.02
chrestomathy,0.06,0.02
christies,0.04,0.02
chroma,0.06,0.02
chromeplated,0.04,0.02
chroniclers,0.04,0.02
chronograph,0.04,0.02
chronometric,0.06,0.02
chugger,0.06,0.02
chugs,0.04,0.02
chumped,0.06,0.02
chungking,0.06,0.02
chunking,0.06,0.02
churching,0.04,0.02
churchy,0.06,0.02
churchyards,0.06,0.02
cicada,0.06,0.02
cilia,0.04,0.02
cimmerian,0.06,0.02
cinematically,0.04,0.02
cioppino,0.04,0.02
ciphertext,0.06,0.02
circadian,0.12,0.02
circuitous,0.04,0.02
circulations,0.04,0.02
circumscribed,0.04,0.02
cit,0.04,0.02
citric,0.04,0.02
cityscape,0.04,0.02
civvy,0.04,0.02
clamber,0.04,0.02
clamors,0.04,0.02
clampdown,0.04,0.02
clanked,0.04,0.02
clansman,0.06,0.02
clapboard,0.04,0.02
clar,0.04,0.02
clarifications,0.04,0.02
clarifier,0.04,0.02
clarinets,0.04,0.02
classifications,0.04,0.02
classism,0.04,0.02
classmen,0.04,0.02
clave,0.1,0.02
clavicles,0.04,0.02
clavier,0.04,0.02
clayman,0.29,0.02
clays,0.04,0.02
cleanness,0.04,0.02
cleavers,0.04,0.02
clept,0.04,0.02
clerked,0.06,0.02
clifftop,0.04,0.02
cliffy,0.04,0.02
climaxing,0.04,0.02
clinching,0.04,0.02
clinger,0.08,0.02
clinicians,0.06,0.02
cliquey,0.06,0.02
clk,0.04,0.02
cloaca,0.06,0.02
clobberer,0.04,0.02
clotheshorse,0.04,0.02
clotheslines,0.04,0.02
clothier,0.04,0.02
clothiers,0.04,0.02
cloudburst,0.04,0.02
clouts,0.04,0.02
clowned,0.04,0.02
clownish,0.04,0.02
cloy,0.04,0.02
cloying,0.04,0.02
clubhouses,0.04,0.02
clubwoman,0.06,0.02
clucked,0.04,0.02
clum,0.12,0.02
clumped,0.04,0.02
clumsier,0.04,0.02
clustering,0.04,0.02
clutchy,0.04,0.02
coagulant,0.06,0.02
coagulated,0.04,0.02
coagulates,0.04,0.02
coalitions,0.06,0.02
coatrack,0.08,0.02
coauthors,0.04,0.02
cobber,0.04,0.02
cobbs,0.06,0.02
cobby,0.53,0.02
cobs,0.04,0.02
cocain,0.1,0.02
cockamamy,0.04,0.02
cockatiel,0.04,0.02
cockfighting,0.1,0.02
cocktailing,0.06,0.02
cockup,0.06,0.02
codependency,0.04,0.02
coder,0.12,0.02
codicils,0.04,0.02
codling,0.04,0.02
coelenterata,0.06,0.02
coenzyme,0.04,0.02
coerces,0.04,0.02
coercively,0.04,0.02
coexisted,0.04,0.02
coff,0.04,0.02
coffeemakers,0.08,0.02
cogitate,0.06,0.02
cogito,0.04,0.02
cognitively,0.04,0.02
cohabitate,0.04,0.02
cohabitation,0.04,0.02
coifed,0.04,0.02
coiffeur,0.04,0.02
coiling,0.04,0.02
coincidently,0.04,0.02
collaborates,0.04,0.02
collages,0.06,0.02
collarbones,0.04,0.02
collards,0.04,0.02
collated,0.04,0.02
collet,0.08,0.02
collides,0.04,0.02
colliers,0.04,0.02
colloquialisms,0.04,0.02
colly,0.04,0.02
collywobbles,0.04,0.02
colonialist,0.04,0.02
colonialists,0.06,0.02
colonist,0.06,0.02
colonizers,0.04,0.02
coloratura,0.04,0.02
colorings,0.04,0.02
colossians,0.04,0.02
coloureds,0.06,0.02
colourless,0.04,0.02
combating,0.04,0.02
combattants,0.04,0.02
combusted,0.04,0.02
cometary,0.04,0.02
comfortless,0.04,0.02
commemorates,0.04,0.02
commending,0.04,0.02
commercialization,0.08,0.02
commingle,0.04,0.02
commingled,0.12,0.02
commiserations,0.04,0.02
commissariat,0.06,0.02
committable,0.04,0.02
committeewoman,0.04,0.02
commonest,0.06,0.02
communally,0.04,0.02
communed,0.04,0.02
communis,0.06,0.02
commutation,0.04,0.02
companero,0.04,0.02
companeros,0.04,0.02
compartmentalizing,0.04,0.02
compassed,0.04,0.02
compassionately,0.06,0.02
competences,0.04,0.02
competently,0.04,0.02
compiler,0.14,0.02
complexions,0.04,0.02
comporting,0.04,0.02
comportment,0.04,0.02
compressors,0.04,0.02
compte,0.04,0.02
compulsories,0.04,0.02
computes,0.04,0.02
concatenate,0.04,0.02
concentrator,0.1,0.02
concertos,0.04,0.02
concha,0.04,0.02
conciliatory,0.06,0.02
conclave,0.04,0.02
concurrence,0.04,0.02
cond,0.06,0.02
condescendingly,0.04,0.02
condors,0.08,0.02
conelrad,0.08,0.02
coneys,0.04,0.02
confabulating,0.04,0.02
confectioner,0.04,0.02
confectionery,0.04,0.02
confections,0.04,0.02
confiscation,0.04,0.02
confit,0.04,0.02
conformable,0.06,0.02
confreres,0.04,0.02
confucian,0.04,0.02
conjecturing,0.04,0.02
conjugated,0.04,0.02
conjugations,0.04,0.02
conjunctival,0.04,0.02
conjuration,0.04,0.02
conjurers,0.04,0.02
connectedness,0.04,0.02
connective,0.04,0.02
connive,0.04,0.02
connote,0.04,0.02
consarn,0.29,0.02
consarned,0.04,0.02
consciousnesses,0.04,0.02
consecration,0.04,0.02
consequential,0.04,0.02
conservationist,0.06,0.02
conservatoire,0.14,0.02
consolations,0.04,0.02
conspiration,0.04,0.02
constrain,0.04,0.02
constraint,0.04,0.02
constrict,0.06,0.02
constriction,0.06,0.02
constructors,0.04,0.02
consumedly,0.04,0.02
contaminant,0.06,0.02
conte,0.04,0.02
contendere,0.04,0.02
contently,0.04,0.02
contestation,0.04,0.02
contextual,0.04,0.02
contextualizing,0.04,0.02
contiguous,0.06,0.02
contingents,0.04,0.02
contorts,0.04,0.02
contouring,0.04,0.02
contra,0.06,0.02
contrail,0.04,0.02
contraindicated,0.06,0.02
contrapuntal,0.14,0.02
contrariness,0.04,0.02
contrariwise,0.04,0.02
contrasted,0.04,0.02
contravened,0.04,0.02
contravenes,0.04,0.02
contravening,0.06,0.02
contrecoup,0.04,0.02
contriving,0.04,0.02
conundrums,0.04,0.02
conus,0.06,0.02
convective,0.04,0.02
convergent,0.04,0.02
conveyances,0.04,0.02
convincer,0.04,0.02
convocation,0.06,0.02
convolutions,0.04,0.02
convulsively,0.04,0.02
coombe,0.33,0.02
coonhound,0.06,0.02
cooperage,0.04,0.02
coordinations,0.14,0.02
coppery,0.04,0.02
copulatory,0.06,0.02
coquille,0.06,0.02
coracoid,0.04,0.02
corals,0.08,0.02
coranto,0.04,0.02
corbeil,0.04,0.02
corbeille,0.04,0.02
corbet,0.04,0.02
corby,0.22,0.02
cordiality,0.04,0.02
cordoning,0.04,0.02
cordwood,0.06,0.02
corespondent,0.14,0.02
corgis,0.06,0.02
corkscrews,0.06,0.02
cornballs,0.08,0.02
cornflower,0.06,0.02
cornice,0.04,0.02
cornrow,0.04,0.02
cornstalk,0.04,0.02
cornu,0.04,0.02
coronals,0.04,0.02
coronas,0.06,0.02
coronated,0.06,0.02
coronations,0.04,0.02
coronel,0.12,0.02
corpulent,0.04,0.02
correlated,0.06,0.02
correlating,0.04,0.02
corroborative,0.04,0.02
corrupter,0.04,0.02
corruptions,0.04,0.02
cortege,0.04,0.02
cortisol,0.12,0.02
corvina,0.04,0.02
cosmetically,0.04,0.02
cosmetician,0.06,0.02
costed,0.04,0.02
costumers,0.04,0.02
costuming,0.04,0.02
cotes,0.04,0.02
cottonmouth,0.04,0.02
cottonwoods,0.04,0.02
couchant,0.04,0.02
couche,0.04,0.02
couched,0.04,0.02
coud,0.04,0.02
coul,0.06,0.02
coulier,0.04,0.02
countable,0.2,0.02
counteracting,0.04,0.02
counterclaimed,0.04,0.02
counterfeited,0.04,0.02
countermine,0.04,0.02
counterpoise,0.04,0.02
counterrevolution,0.04,0.02
counterrevolutionaries,0.04,0.02
countersignature,0.04,0.02
countersuit,0.04,0.02
counterweighted,0.04,0.02
counterweights,0.04,0.02
couplet,0.04,0.02
coursed,0.04,0.02
courteously,0.06,0.02
courtier,0.06,0.02
cousinly,0.04,0.02
covariance,0.04,0.02
coverts,0.04,0.02
coves,0.04,0.02
covin,0.14,0.02
cowered,0.04,0.02
cowling,0.06,0.02
cowlings,0.1,0.02
cowman,0.06,0.02
cowpoke,0.04,0.02
cowpox,0.12,0.02
cowpuncher,0.04,0.02
cowshed,0.04,0.02
coyness,0.04,0.02
cozened,0.08,0.02
cpd,0.04,0.02
crabbed,0.04,0.02
crabbiness,0.04,0.02
crackbrained,0.04,0.02
crackly,0.04,0.02
craftier,0.04,0.02
craftiest,0.04,0.02
craggy,0.04,0.02
crampon,0.04,0.02
craned,0.04,0.02
craning,0.04,0.02
crapehanger,0.04,0.02
crappers,0.04,0.02
cravenly,0.04,0.02
crawdad,0.1,0.02
crayfish,0.04,0.02
cre,0.06,0.02
creaked,0.04,0.02
creat,0.04,0.02
creatin,0.04,0.02
creationist,0.04,0.02
creen,0.06,0.02
crematoria,0.16,0.02
cremona,0.04,0.02
creoles,0.04,0.02
crescendos,0.04,0.02
cresson,0.06,0.02
crewcut,0.06,0.02
cricketer,0.04,0.02
crippler,0.04,0.02
crispness,0.04,0.02
criss,0.16,0.02
crl,0.06,0.02
croakers,0.04,0.02
crofts,0.04,0.02
crookedness,0.04,0.02
croquette,0.04,0.02
crossbeam,0.04,0.02
crossbreed,0.04,0.02
crosse,0.04,0.02
crossley,0.04,0.02
crosspatch,0.04,0.02
crosswalks,0.04,0.02
crossways,0.06,0.02
crosswinds,0.1,0.02
crost,0.12,0.02
crotchet,0.04,0.02
croupiers,0.04,0.02
crozier,0.08,0.02
crs,0.24,0.02
crucially,0.04,0.02
cruciate,0.04,0.02
crudeness,0.04,0.02
crumby,0.06,0.02
crumping,0.04,0.02
crumples,0.04,0.02
crunchable,0.04,0.02
crunchers,0.04,0.02
crustaceous,0.04,0.02
crustless,0.04,0.02
cruzeiros,0.06,0.02
cryobiology,0.06,0.02
cryonic,0.06,0.02
cryptographer,0.04,0.02
cryptology,0.04,0.02
crystallizes,0.04,0.02
crystallizing,0.04,0.02
crystalloid,0.04,0.02
ctenophora,0.06,0.02
cubist,0.04,0.02
cubit,0.04,0.02
cuckolded,0.04,0.02
cuda,0.04,0.02
cueball,0.04,0.02
cueing,0.04,0.02
cukes,0.1,0.02
culebra,0.22,0.02
culottes,0.04,0.02
culturing,0.04,0.02
cummerbunds,0.04,0.02
cumulonimbus,0.04,0.02
curating,0.04,0.02
curbstone,0.06,0.02
curette,0.04,0.02
curney,0.04,0.02
currant,0.04,0.02
currants,0.04,0.02
curricula,0.04,0.02
currie,0.06,0.02
curtsies,0.04,0.02
curtsying,0.04,0.02
curvatures,0.04,0.02
cuspidors,0.04,0.02
cusping,0.04,0.02
custards,0.06,0.02
custodianship,0.04,0.02
cutaways,0.04,0.02
cutlers,0.1,0.02
cutups,0.04,0.02
cuvee,0.49,0.02
cyanic,0.06,0.02
cyc,0.08,0.02
cyclo,0.1,0.02
cyclopes,0.18,0.02
cynosure,0.04,0.02
cypher,0.33,0.02
cytosine,0.04,0.02
czardas,0.06,0.02
czarina,0.06,0.02
czarist,0.04,0.02
dabba,0.04,0.02
dabbed,0.04,0.02
dacron,0.04,0.02
daemon,0.25,0.02
daff,0.12,0.02
dahlias,0.04,0.02
daimyo,0.29,0.02
dainties,0.08,0.02
dak,0.12,0.02
dama,0.04,0.02
dampeners,0.04,0.02
dampening,0.06,0.02
dand,0.14,0.02
dangler,0.27,0.02
danglers,0.04,0.02
danker,0.45,0.02
danseuse,0.04,0.02
dap,0.04,0.02
dappled,0.04,0.02
darb,0.08,0.02
dareful,0.04,0.02
darted,0.04,0.02
darvon,0.06,0.02
darwinistic,0.04,0.02
dashboards,0.04,0.02
dashiki,0.1,0.02
dastards,0.04,0.02
databanks,0.04,0.02
daters,0.04,0.02
daubs,0.04,0.02
daunt,0.04,0.02
daven,0.12,0.02
daws,0.06,0.02
daylong,0.04,0.02
daymare,0.04,0.02
daytimes,0.04,0.02
deactivators,0.04,0.02
deadbolts,0.06,0.02
deadens,0.04,0.02
deadheading,0.04,0.02
deadman,0.04,0.02
deafen,0.04,0.02
deathbeds,0.04,0.02
debark,0.06,0.02
debarkation,0.06,0.02
debater,0.04,0.02
debauching,0.04,0.02
debbies,0.04,0.02
debits,0.04,0.02
debone,0.06,0.02
deboned,0.04,0.02
debridement,0.06,0.02
debugger,0.06,0.02
debugging,0.04,0.02
debunking,0.04,0.02
decaff,0.06,0.02
decathlons,0.04,0.02
decease,0.04,0.02
decedents,0.04,0.02
deceitfulness,0.04,0.02
decelerate,0.08,0.02
deciliter,0.04,0.02
decimals,0.08,0.02
deciphers,0.04,0.02
deckhands,0.04,0.02
declarant,0.04,0.02
deconstruct,0.04,0.02
deconstructing,0.04,0.02
decorous,0.04,0.02
decorticate,0.04,0.02
decoying,0.04,0.02
decrepitude,0.04,0.02
decrypting,0.04,0.02
dedications,0.04,0.02
deducing,0.04,0.02
deductibles,0.04,0.02
deemer,0.61,0.02
deerstalker,0.04,0.02
dees,0.1,0.02
defecates,0.04,0.02
defections,0.04,0.02
deferens,0.04,0.02
defibrillation,0.04,0.02
defiles,0.04,0.02
deflowering,0.04,0.02
defoliants,0.04,0.02
defusion,0.04,0.02
degaussed,0.06,0.02
degression,0.04,0.02
deified,0.04,0.02
delate,0.04,0.02
delator,0.06,0.02
dele,0.04,0.02
delftware,0.06,0.02
deliberated,0.04,0.02
delineated,0.04,0.02
dells,0.14,0.02
delphinium,0.04,0.02
delphiniums,0.04,0.02
demagnetized,0.04,0.02
demagoguery,0.04,0.02
demeter,0.06,0.02
demilitarised,0.08,0.02
demised,0.04,0.02
demobilized,0.06,0.02
demolishes,0.04,0.02
demonologist,0.04,0.02
demonstrably,0.04,0.02
demoralise,0.04,0.02
demoralised,0.04,0.02
demoralising,0.08,0.02
demote,0.04,0.02
demotivate,0.04,0.02
demurely,0.04,0.02
demurred,0.06,0.02
demurrers,0.08,0.02
demystify,0.06,0.02
dene,0.08,0.02
denizen,0.04,0.02
denominated,0.04,0.02
denominators,0.04,0.02
denounces,0.04,0.02
dentifrice,0.04,0.02
dentition,0.04,0.02
denuded,0.04,0.02
denunciations,0.04,0.02
deodorize,0.04,0.02
deodorizer,0.04,0.02
deodorizers,0.04,0.02
deoxygenation,0.04,0.02
deoxyribonucleic,0.04,0.02
departement,0.04,0.02
depeche,0.06,0.02
deplane,0.04,0.02
deplaning,0.04,0.02
depleting,0.04,0.02
deplores,0.04,0.02
deploys,0.04,0.02
depositories,0.04,0.02
depravities,0.04,0.02
deprecate,0.04,0.02
depreciated,0.04,0.02
depredation,0.04,0.02
depressants,0.04,0.02
depressives,0.04,0.02
depressurize,0.04,0.02
deprivations,0.04,0.02
deprogrammed,0.04,0.02
deranges,0.04,0.02
derecho,0.04,0.02
derisions,0.06,0.02
derisive,0.04,0.02
derk,0.12,0.02
dermatologists,0.04,0.02
dermestid,0.04,0.02
derrieres,0.04,0.02
dervishes,0.06,0.02
desalinization,0.06,0.02
descents,0.04,0.02
desecrates,0.04,0.02
desecrations,0.04,0.02
desegregation,0.04,0.02
desensitised,0.04,0.02
deservingly,0.04,0.02
designator,0.04,0.02
despairs,0.04,0.02
despert,0.04,0.02
despoil,0.04,0.02
despoilers,0.04,0.02
destitution,0.04,0.02
destructed,0.04,0.02
destructor,0.1,0.02
destry,0.71,0.02
desultory,0.04,0.02
detachments,0.04,0.02
detailer,0.04,0.02
detergents,0.06,0.02
determinations,0.04,0.02
deterrence,0.04,0.02
deterring,0.04,0.02
detouring,0.04,0.02
detoxed,0.04,0.02
detriments,0.1,0.02
detuned,0.08,0.02
deucedly,0.06,0.02
devaluation,0.04,0.02
devi,0.04,0.02
deviancy,0.04,0.02
deviling,0.06,0.02
devilry,0.04,0.02
deviousness,0.04,0.02
devolves,0.04,0.02
devolving,0.06,0.02
devotional,0.04,0.02
deworming,0.04,0.02
dexies,0.04,0.02
dg,0.04,0.02
dhow,0.06,0.02
diable,0.04,0.02
diagnosticians,0.04,0.02
diagrammed,0.04,0.02
dialer,0.04,0.02
dianetics,0.04,0.02
diapered,0.04,0.02
diaphragms,0.04,0.02
diarist,0.08,0.02
diatomaceous,0.04,0.02
diatribes,0.04,0.02
dib,1.84,0.02
dickeys,0.04,0.02
dickies,0.04,0.02
dictograph,0.06,0.02
didactic,0.04,0.02
diddlysquat,0.04,0.02
didgeridoo,0.04,0.02
didie,0.04,0.02
didies,0.08,0.02
didoes,0.04,0.02
dielectric,0.06,0.02
dienes,0.06,0.02
dietetic,0.04,0.02
diethylamide,0.04,0.02
diffraction,0.06,0.02
digestif,0.04,0.02
digitizing,0.04,0.02
digresses,0.04,0.02
dilates,0.04,0.02
dilatory,0.04,0.02
dills,0.04,0.02
dillydally,0.04,0.02
dilution,0.04,0.02
dimensionally,0.06,0.02
diminishment,0.04,0.02
diminution,0.04,0.02
dimmers,0.04,0.02
dimmock,0.04,0.02
dimmy,0.22,0.02
dineros,0.04,0.02
dingly,0.04,0.02
dinkey,0.08,0.02
diocesan,0.06,0.02
dioceses,0.06,0.02
diphthong,0.08,0.02
diphthongs,0.04,0.02
diplomatist,0.06,0.02
dipsomania,0.04,0.02
dirts,0.04,0.02
disallows,0.04,0.02
disapprovingly,0.04,0.02
disarticulated,0.04,0.02
disassociating,0.04,0.02
disburse,0.04,0.02
disburses,0.04,0.02
discards,0.06,0.02
discernable,0.04,0.02
discerned,0.04,0.02
discernment,0.04,0.02
discipleship,0.04,0.02
discloser,0.04,0.02
discombobulation,0.04,0.02
discomfited,0.04,0.02
discomfiting,0.04,0.02
discomforting,0.04,0.02
disconcerted,0.08,0.02
discords,0.06,0.02
discotheques,0.04,0.02
discourteously,0.04,0.02
discoverers,0.04,0.02
discretely,0.04,0.02
disdains,0.04,0.02
disembarkation,0.04,0.02
disempower,0.04,0.02
disfigurements,0.04,0.02
disfigures,0.04,0.02
disgustingness,0.04,0.02
disheartened,0.04,0.02
disher,0.12,0.02
dishonors,0.04,0.02
dishtowel,0.04,0.02
disinclination,0.04,0.02
disintegrators,0.04,0.02
disinterment,0.04,0.02
disjoint,0.04,0.02
diskettes,0.04,0.02
dismantles,0.04,0.02
dismembering,0.06,0.02
dismisses,0.04,0.02
dismounting,0.04,0.02
dismounts,0.04,0.02
disorientate,0.04,0.02
disowning,0.06,0.02
disparagingly,0.04,0.02
disparities,0.06,0.02
dispirit,0.06,0.02
dispirited,0.04,0.02
displaces,0.04,0.02
disproving,0.06,0.02
disregards,0.04,0.02
disrupter,0.04,0.02
disruptor,0.06,0.02
dissector,0.04,0.02
dissects,0.04,0.02
dissented,0.04,0.02
disses,0.04,0.02
dissimilarities,0.04,0.02
dissipates,0.04,0.02
dissociate,0.04,0.02
dissociation,0.04,0.02
dissonant,0.04,0.02
distillers,0.04,0.02
distrusted,0.04,0.02
disturbers,0.06,0.02
diurnal,0.04,0.02
div,0.04,0.02
divergences,0.06,0.02
diverging,0.04,0.02
diversities,0.04,0.02
divestiture,0.06,0.02
dividers,0.04,0.02
diviner,0.08,0.02
divvied,0.04,0.02
divvying,0.04,0.02
dizzies,0.04,0.02
doats,0.12,0.02
docker,0.04,0.02
dockyard,0.08,0.02
dodos,0.04,0.02
doeth,0.04,0.02
doffed,0.04,0.02
doge,0.14,0.02
dognapping,0.04,0.02
dogsbody,0.04,0.02
dogwoods,0.04,0.02
doles,0.04,0.02
dolf,0.1,0.02
dollops,0.04,0.02
dolomite,0.04,0.02
domineer,0.04,0.02
dominica,0.14,0.02
donar,0.08,0.02
donkeyman,0.16,0.02
doob,0.12,0.02
doolally,0.04,0.02
dooming,0.04,0.02
doorknocker,0.1,0.02
doozies,0.06,0.02
doppelgangers,0.04,0.02
dorcas,0.2,0.02
doria,0.04,0.02
dorkiest,0.04,0.02
dorking,0.04,0.02
dormer,0.08,0.02
dorsalis,0.04,0.02
dorsi,0.04,0.02
dotard,0.04,0.02
doub,0.04,0.02
doublespeak,0.04,0.02
doubtlessly,0.04,0.02
douches,0.04,0.02
douses,0.04,0.02
dovetails,0.04,0.02
dowagers,0.06,0.02
dowel,0.06,0.02
downbeats,0.04,0.02
downgrades,0.04,0.02
downpours,0.04,0.02
downsides,0.04,0.02
dowse,0.04,0.02
dowsed,0.04,0.02
dowsers,0.04,0.02
doz,0.04,0.02
dozers,0.04,0.02
drachma,0.06,0.02
drachmas,0.04,0.02
draftsmen,0.04,0.02
dragline,0.1,0.02
dragonroot,0.06,0.02
dragsters,0.04,0.02
drainpipes,0.04,0.02
dramatists,0.04,0.02
draughted,0.04,0.02
draughts,0.1,0.02
dreadnought,0.06,0.02
dreadnoughts,0.04,0.02
dreamily,0.04,0.02
drear,0.04,0.02
drek,0.06,0.02
drenching,0.04,0.02
drey,0.69,0.02
dribbler,0.04,0.02
driller,0.04,0.02
drillmaster,0.04,0.02
drizzles,0.04,0.02
drollery,0.06,0.02
droplet,0.04,0.02
droppage,0.04,0.02
dropsies,0.06,0.02
drownded,0.04,0.02
drubbing,0.04,0.02
druggists,0.06,0.02
druidic,0.06,0.02
drumbeats,0.04,0.02
drunkest,0.04,0.02
dualistic,0.04,0.02
duelist,0.04,0.02
dugouts,0.04,0.02
dulcinea,0.12,0.02
dully,0.04,0.02
dumbed,0.04,0.02
dumbfound,0.06,0.02
dumbhead,0.04,0.02
dumbly,0.04,0.02
dumpers,0.04,0.02
dumpier,0.04,0.02
dumpings,0.04,0.02
dungaree,0.06,0.02
dunnest,0.04,0.02
duodenal,0.04,0.02
duplications,0.04,0.02
durned,0.04,0.02
durning,0.16,0.02
dustman,0.08,0.02
dustpans,0.04,0.02
dustup,0.04,0.02
dux,0.39,0.02
dwarfing,0.04,0.02
dwarfish,0.04,0.02
dweebs,0.08,0.02
dy,0.04,0.02
dybbuk,0.04,0.02
dynamometer,0.04,0.02
dynamos,0.06,0.02
dysphoric,0.06,0.02
dystonic,0.04,0.02
eam,0.2,0.02
earaches,0.04,0.02
earings,0.04,0.02
earmuff,0.06,0.02
eatable,0.06,0.02
eatables,0.08,0.02
ebbed,0.04,0.02
ebullient,0.04,0.02
eccentrically,0.04,0.02
echocardiogram,0.04,0.02
ecologically,0.04,0.02
ecologist,0.04,0.02
economizing,0.04,0.02
ecoute,0.04,0.02
ectodermal,0.04,0.02
edam,0.04,0.02
edibles,0.04,0.02
edified,0.04,0.02
editorialise,0.04,0.02
editorialising,0.04,0.02
editorially,0.04,0.02
educationally,0.04,0.02
effable,0.04,0.02
effectors,0.12,0.02
eggbeaters,0.06,0.02
eggers,0.04,0.02
eggless,0.04,0.02
egoism,0.04,0.02
egoist,0.1,0.02
egomania,0.04,0.02
egotistic,0.04,0.02
egret,0.04,0.02
egrets,0.06,0.02
eider,0.04,0.02
eightfold,0.06,0.02
ejaculatory,0.04,0.02
ejecta,0.04,0.02
ejectors,0.06,0.02
eldritch,0.06,0.02
electronica,0.04,0.02
elementals,0.08,0.02
elicited,0.04,0.02
eliminator,0.06,0.02
elisha,0.41,0.02
elongation,0.04,0.02
elopes,0.04,0.02
elucidation,0.04,0.02
emailing,0.04,0.02
emancipator,0.04,0.02
