string, subtlex_uk.zipf, subtlex_uk.DomPoS
0, , 
0, , 
spondoolies,1.47,noun
spondulicks,1.3,noun
spondylitis,1.87,noun
spondylo,1.17,noun
spong,1.39,name
sponge,4.12,noun
spongebob,2.67,name
sponged,2.06,verb
sponger,1.95,noun
spongers,1.9,noun
sponges,3.22,noun
spongey,1.81,adjective
sponginess,1.3,noun
sponging,2.66,verb
spongy,2.88,adjective
sponsible,1.17,verb
sponsor,3.53,noun
sponsored,3.54,verb
sponsoring,2.91,verb
sponsors,3.46,noun
sponsorship,3.43,noun
sponsorships,1.87,noun
spont,1.47,verb
spontaneity,2.68,noun
spontaneous,3.42,adjective
spontaneously,2.93,adverb
spoo,1.39,noun
spoof,2.93,adjective
spoofed,1.39,verb
spoofing,1.6,verb
spoofs,2.02,noun
spook,2.98,verb
spooked,3.2,verb
spookier,1.6,adjective
spookiest,2.02,adjective
spookified,1.47,verb
spookify,1.17,verb
spookily,2.31,adverb
spookiness,1.7,noun
spooking,2.24,verb
spooks,2.98,name
spooksville,1.17,name
spooktacular,1.3,name
spooktastic,1.17,adjective
spooky,3.75,adjective
spookyest,1.17,adjective
spool,2.39,noun
spooled,1.3,verb
spooling,1.39,verb
spools,1.81,noun
spoon,4.29,noun
spoonage,1.17,noun
spoonbill,2.21,noun
spoonbills,2.32,noun
spoondrift,1.17,noun
spooned,2.29,verb
spooner,2.73,name
spoonerism,1.39,name
spoonerisms,1.17,noun
spoonfed,1.17,verb
spoonful,3.33,adjective
spoonfuls,2.83,noun
spooning,2.29,verb
spoonmobile,1.3,name
spoons,3.83,noun
spoony,2.47,name
spoor,2.26,noun
spoots,1.77,noun
spor,1.17,noun
sporadic,2.71,adjective
sporadically,2,adverb
spore,2.42,noun
spores,2.99,noun
sporesed,1.17,verb
sporing,1.3,verb
spork,1.9,noun
sporky,1.17,adjective
sporle,1.17,name
sporns,1.17,verb
sporran,2.47,noun
sporrans,1.93,noun
sport,4.97,noun
sportacus,2.87,name
sported,2.3,verb
sporter,1.3,noun
sportier,1.84,adjective
sportiest,1.3,adjective
sportif,1.47,unclassified
sportiness,1.47,noun
sporting,4.27,verb
sportingly,1.7,adverb
sportivate,1.3,name
sportive,1.3,adjective
sportler,1.17,name
sports,4.65,noun
sportscaster,1.17,noun
sportscene,1.81,name
sportscotland,1.17,noun
sportsday,2.69,name
sportsgirl,1.3,name
sportsgrounds,1.17,name
sportsman,3.35,noun
sportsmanlike,1.84,adjective
sportsmanship,2.72,noun
sportsmen,3.19,noun
sportsnight,1.6,name
sportsound,1.87,name
sportspeople,2.09,noun
sportsperson,2.11,noun
sportsround,2.02,name
sportstalk,1.54,name
sportster,1.77,name
sportsters,1.54,noun
sportsview,1.17,name
sportswear,2.47,noun
sportswoman,2.3,noun
sportswomen,1.81,noun
sportswriter,1.39,name
sporty,3.49,adjective
sposa,1.17,noun
spose,1.47,verb
sposed,1.17,verb
spot,5,noun
spot-on,3.57,adjective
spotakova,1.81,name
spoted,1.47,verb
spoth,1.17,adjective
spotify,2,name
spotland,2.09,name
spotless,3.17,adjective
spotlessly,2.06,adverb
spotlight,3.99,noun
spotlighted,1.39,verb
spotlighting,1.39,verb
spotlights,2.67,noun
spotlit,1.47,noun
spots,4.28,noun
spotsylvania,1.17,name
spotted,4.51,verb
spotter,2.91,noun
spotters,2.74,noun
spottier,1.17,adjective
spottiest,1.3,adjective
spotting,3.66,verb
spottiswoode,1.3,name
spottswoode,1.3,name
spotty,3.78,adjective
spousal,1.47,adjective
spouse,2.91,noun
spouses,2.7,noun
spout,3.21,verb
spouted,1.81,verb
spouting,2.69,verb
spouts,2.35,noun
spp,1.39,name
sppb,1.17,noun
spqr,1.87,name
spr,1.87,name
sprach,1.97,name
sprache,1.17,name
sprachen,1.3,name
spragg,1.65,name
sprague,1.65,name
sprain,2.6,noun
sprained,2.74,verb
spraining,1.3,verb
sprains,1.95,noun
spraint,2.06,noun
sprainting,1.17,verb
spraints,1.6,noun
sprake,1.17,name
sprang,3.14,verb
sprash,1.17,adjective
sprat,2.45,noun
sprats,2.44,noun
spratt,2.35,name
spratton,1.3,name
sprauncy,1.17,noun
sprawl,2.85,noun
sprawled,2.44,verb
sprawling,3.09,verb
sprawls,1.9,noun
sprawly,1.17,adjective
spray,3.98,noun
sprayed,3.34,verb
sprayer,2.23,noun
sprayers,1.7,noun
spraying,3.21,verb
sprays,3.02,noun
spread,4.62,verb
spreadable,2.02,adjective
spreadeagled,1.84,verb
spreader,2.38,noun
spreaders,2.08,noun
spreadin,1.54,verb
spreading,4.02,verb
spreads,3.48,verb
spreadsheet,2.68,noun
spreadsheets,2.46,noun
spready,1.65,adjective
spreche,1.81,noun
sprechen,2.21,name
spree,3.33,noun
spreen,1.17,name
sprees,1.93,noun
spremcy,1.17,noun
sprending,1.17,verb
spreyton,1.47,name
spri,1.7,noun
spriankled,1.3,verb
sprick,1.17,name
spried,1.3,verb
sprig,2.83,noun
sprigg,1.54,name
sprigged,1.47,adjective
sprigging,1.17,noun
sprightlier,1.17,adjective
sprightliness,1.17,noun
sprightly,2.69,adjective
sprigs,2.71,noun
sprin,1.17,unclassified
spring,4.69,noun
springbank,1.9,name
springboard,2.96,noun
springboards,1.54,noun
springbok,2.72,name
springboks,2.82,name
springburn,1.93,name
springed,1.17,verb
springer,2.92,name
springers,1.17,noun
springes,1.17,verb
springett,2.23,name
springfield,3.03,name
springfields,1.7,name
springform,1.3,noun
springhill,1.65,name
springier,1.54,adjective
springiest,1.39,adjective
springiness,1.84,noun
springing,3.19,verb
springle,1.87,name
springled,1.17,verb
springlike,1.17,adjective
springs,3.76,noun
springsteen,2.92,name
springstein,1.17,name
springtail,1.54,noun
springtails,1.93,noun
springtime,3.16,noun
springwatch,3.35,name
springwell,1.3,name
springwood,1.3,name
springy,3.16,adjective
spring\/summer,1.77,noun
sprink,1.47,verb
sprinkle,3.78,verb
sprinkled,3.14,verb
sprinkleing,1.17,noun
sprinkler,2.8,noun
sprinklers,2.71,noun
sprinkles,2.97,verb
sprinkling,3.2,noun
sprinklings,1.47,noun
sprinkly,1.39,adverb
sprint,3.9,noun
sprinted,2.63,verb
sprinter,3.42,noun
sprinters,3.13,noun
sprinting,3.29,verb
sprints,2.78,noun
sprirt,1.39,noun
sprissler,1.17,name
sprit,1.95,noun
sprite,2.63,name
spritely,1.47,adverb
sprites,2.3,noun
sprits,1.54,noun
spritz,2.24,noun
spritzed,1.17,verb
spritzer,2.32,noun
spritzers,1.47,noun
sprks,1.3,noun
spro,1.47,noun
sproat,1.3,name
sprocket,2.23,noun
sprockets,1.87,noun
sprockett,1.17,name
sproet,1.17,verb
sprog,2.32,name
sprogs,1.7,noun
sproing,1.17,verb
sprong,1.17,noun
sprot,1.17,noun
sproul,1.39,name
sproule,2.41,name
sprout,3.38,verb
sprouted,2.47,verb
sprouting,2.95,verb
sprouts,3.62,noun
sprouty,2.16,adjective
spruce,3.19,verb
spruced,2.82,verb
sprucefield,1.17,name
spruces,1.7,noun
sprucing,2.52,verb
sprue,1.3,noun
spruegs,1.17,noun
sprung,3.49,verb
spry,2.25,name
sps,1.54,noun
spt,2.16,name
spu,1.47,name
spud,3.59,name
spudding,1.3,noun
spuddy,1.97,name
spuds,3.22,noun
spuggy,1.47,name
spumante,1.7,name
spumanti,1.17,name
spume,1.6,noun
spumes,1.17,verb
spun,3.5,verb
spung,1.39,verb
spunk,2.53,noun
spunked,1.65,verb
spunking,1.39,verb
spunky,2.31,adjective
spuorned,1.3,verb
spur,3.34,verb
spured,1.17,verb
spurfowl,1.17,noun
spurge,1.77,noun
spurgeon,1.17,name
spurges,1.39,noun
spuring,1.3,verb
spurious,2.68,adjective
spuriously,1.3,adverb
spurling,2.04,name
spurlock,1.97,name
spurn,2.69,name
spurned,2.52,verb
spurning,1.74,verb
spurns,1.54,verb
spurr,1.54,name
spurred,3.16,verb
spurring,2.17,verb
spurrious,1.17,adjective
spurs,3.68,name
spurt,2.82,noun
spurted,1.87,verb
spurting,2.14,verb
spurtle,1.84,noun
spurts,2.11,noun
sput,1.3,verb
sputa,1.17,noun
sputing,1.17,verb
sputnik,2.79,name
sputniks,1.77,noun
sputtering,1.17,verb
sputters,1.17,noun
sputum,2.16,noun
spw,1.17,noun
spwe,1.3,adjective
spwen,1.17,verb
spwg,1.17,verb
spwhr,1.47,noun
spwin,1.17,adjective
spwis,1.17,noun
spwpbtd,1.17,noun
spwr,1.7,verb
spwra,1.3,noun
spwrduction,1.17,noun
spwu,1.17,verb
spy,4.15,noun
spycam,1.17,noun
spycams,1.7,noun
spycatcher,1.7,name
spycraft,1.65,noun
spyder,1.95,name
spyed,1.39,verb
spyglass,2.46,noun
spyhole,1.39,noun
spyhopping,1.47,verb
spying,3.48,verb
spyker,1.6,name
spymaster,2.09,noun
spymasters,1.65,noun
spypod,1.74,noun
spyri,1.65,name
spyridon,1.47,name
spys,1.6,noun
spytty,1.17,name
spyware,1.65,noun
sq,2.39,noun
sqa,1.39,name
sqare,1.97,noun
sqaure,1.47,noun
squ,1.3,noun
squaaawk,1.65,name
squab,2.47,noun
squabble,2.82,noun
squabbled,1.84,verb
squabbles,2.65,noun
squabbling,3.05,noun
squabs,1.17,noun
squacco,1.3,noun
squad,4.39,noun
squadder,1.39,noun
squadders,1.17,name
squaddie,2.25,noun
squaddies,2.3,noun
squaddy,1.39,adjective
squadered,1.39,verb
squadron,3.55,noun
squadronaires,1.3,name
squadrons,2.75,noun
squads,3.07,noun
squak,1.47,noun
squalid,2.82,adjective
squall,2.02,noun
squallin,1.17,verb
squalling,1.6,adjective
squalls,1.87,noun
squally,2.4,adverb
squalor,2.87,noun
squamata,1.39,noun
squander,2.56,verb
squandered,3,verb
squandering,2.38,verb
squanders,1.17,verb
squanto,1.65,name
square,4.78,noun
squared,3.32,verb
squarely,2.89,adverb
squareness,1.9,noun
squarepants,2.31,name
squarer,2,noun
squares,3.62,noun
squarest,1.3,adjective
squarey,1.17,adjective
squariel,1.17,noun
squarin,1.17,verb
squaring,2.67,verb
squarish,1.39,adjective
squark,2.28,name
squarrosa,1.17,noun
squash,3.92,noun
squashed,3.5,adjective
squasher,2.31,name
squashes,2.56,noun
squashing,2.8,verb
squashini,1.7,name
squashs,1.6,noun
squashy,2.53,adjective
squat,3.34,adjective
squatina,1.39,name
squats,2.46,noun
squatted,2.37,verb
squatter,2.52,noun
squatters,3.14,noun
squatting,3.06,verb
squaw,2.11,noun
squawk,3.6,name
squawked,2.13,verb
squawker,1.6,noun
squawkin,1.17,verb
squawking,2.51,verb
squawks,2.33,name
squawky,1.6,adjective
squaws,1.39,noun
sque,1.3,name
squeak,3.78,noun
squeaka,1.54,noun
squeakalicious,1.65,adjective
squeaked,2.95,verb
squeaker,2.19,noun
squeakiest,1.17,adjective
squeaking,3.35,verb
squeakquel,1.54,name
squeaks,2.9,noun
squeaky,3.42,adverb
squeal,3.01,adverb
squealed,2.44,verb
squealer,1.87,noun
squealers,1.74,noun
squealing,2.86,verb
squeals,2.83,name
squealy,1.39,name
squeamish,3.07,adjective
squeamishness,1.74,noun
squee,1.65,noun
squeedgie,1.6,noun
squeedgy,1.39,adjective
squeegee,2.47,verb
squeegeed,1.3,verb
squeegees,1.54,noun
squeegy,1.3,adjective
squeers,2.49,name
squeezable,1.17,adjective
squeeze,4.36,verb
squeezebox,2.16,noun
squeezed,3.89,verb
squeezer,2.53,noun
squeezers,1.39,noun
squeezes,2.93,verb
squeezey,1.81,noun
squeezies,1.3,noun
squeezing,3.57,verb
squeezy,2.86,noun
squelch,2.99,verb
squelched,1.6,verb
squelchiest,1.17,adjective
squelching,2.45,verb
squelchy,2.4,adjective
squi,1.3,name
squib,2.76,noun
squibble,1.47,noun
squibbles,1.17,name
squibs,1.77,noun
squid,3.82,noun
squidbones,2.17,name
squiddle,1.17,verb
squiddly,1.3,adverb
squiddy,1.54,adjective
squidge,2.88,verb
squidged,2.04,verb
squidgely,1.17,adverb
squidger,1.6,noun
squidges,1.9,noun
squidget,1.39,verb
squidgey,1.3,noun
squidgier,1.3,noun
squidgiest,1.17,adjective
squidginess,1.39,noun
squidging,1.7,verb
squidgy,3.21,adjective
squidgygate,1.3,name
squids,2.51,noun
squier,1.17,name
squiffler,1.17,name
squiffy,2.19,noun
squigaloo,1.65,name
squiggle,3.74,name
squiggled,1.47,verb
squiggles,2.84,noun
squiggling,3.29,verb
squiggly,2.68,adverb
squiggy,1.3,adjective
squiglet,3.09,name
squill,1.47,noun
squillaci,1.7,name
squillion,1.3,noun
squillionaire,1.17,verb
squillions,1.7,noun
squint,2.79,noun
squinted,1.77,verb
squinting,2.23,verb
squints,1.47,noun
squinty,2.02,name
squire,3.09,noun
squirearchy,1.39,noun
squires,2.9,name
squirl,1.17,noun
squirls,1.17,noun
squirly,1.47,adjective
squirm,3.01,noun
squirmed,1.84,verb
squirmin,1.39,noun
squirming,2.55,verb
squirmish,1.74,adjective
squirms,1.6,verb
squirmtum,2.94,name
squirmy,2.33,name
squirrel,3.94,noun
squirreled,2.04,verb
squirreling,1.74,verb
squirrelled,1.77,verb
squirrelling,1.3,verb
squirrelly,1.65,adverb
squirrels,3.72,noun
squirrely,1.47,adverb
squirt,3.69,name
squirted,2.61,verb
squirter,1.93,noun
squirters,1.47,noun
squirting,2.8,verb
squirts,2.78,verb
squirty,2.74,adjective
squish,3.13,verb
squished,2.75,verb
squisher,1.6,noun
squishes,1.47,verb
squishier,1.47,adjective
squishiest,1.3,adjective
squishing,2.66,verb
squishy,2.98,adjective
squit,2,noun
squits,1.65,noun
squitty,1.17,adjective
squiz,1.77,noun
squizz,1.54,noun
squizzle,2.72,name
squizzles,1.3,noun
squizzly,1.17,adverb
squodge,1.17,verb
squodgy,1.3,noun
squonk,1.17,unclassified
squoosh,1.3,noun
squop,1.7,noun
squueted,1.3,verb
squyres,1.39,name
sqwark,2.06,noun
sr,2.35,name
sra,1.47,name
srabg,1.17,noun
sraeupblt,1.3,noun
sraoeur,1.17,noun
srb,1.6,name
srbs,1.3,noun
src,2.23,name
sreaming,1.17,verb
srebrenica,2.66,name
sree,1.3,name
sreesanth,1.39,name
srepbuality,1.17,noun
sreu,1.3,noun
sreurl,1.17,noun
sri,3.8,name
srinagar,1.54,name
sris,1.17,noun
srks,1.3,noun
srm,1.3,name
srn,1.6,name
srna,1.9,name
srs,1.39,name
srt,1.47,name
srt8,1.39,name
sru,1.6,name
ss,3.44,name
ssa,1.84,name
ssafa,1.3,name
ssc,1.77,name
ssd,1.17,name
sse,1.9,name
sself,1.17,noun
ssh,3.9,noun
sshe,1.17,noun
sshh,3.16,noun
sshhh,2.44,name
sshhhh,1.65,name
ssi,2.25,name
ssive,1.3,adjective
ssn,1.3,name
sso,1.77,name
ssp,2.02,name
ssri,1.65,name
ssris,2,noun
sss,2.83,noun
sssh,3.33,noun
ssshh,2.56,name
ssshhh,2.35,name
ssshhhh,1.65,name
sssi,2.11,name
sssis,1.17,noun
ssss,2.64,noun
ssssh,2.6,noun
sssshh,1.54,name
sssshhh,2,name
sssshhhh,1.77,name
sssshhhhh,1.17,name
sssso,1.3,adjective
sssss,2.23,noun
sssssh,1.81,noun
ssssss,1.77,name
ssssssh,1.3,name
sssssss,1.74,noun
sssssssh,1.47,noun
ssssssss,1.39,name
sssssssss,1.3,name
ssssssssss,1.17,noun
sst,1.81,noun
ssun,1.17,noun
st,4.91,name
st1,1.17,name
sta,2.64,noun
staal,1.95,name
staatskapelle,1.7,name
stab,3.87,noun
stabbed,3.88,verb
stabber,1.65,noun
stabbin,1.17,verb
stabbing,3.36,verb
stabbings,2.39,noun
stabby,1.74,adjective
stabilisation,2.82,noun
stabilise,3.46,verb
stabilised,3.21,verb
stabiliser,2.88,noun
stabilisers,2.61,noun
stabilises,2.38,verb
stabilising,3.04,verb
stability,4.1,noun
stabilize,1.47,verb
stabilized,1.77,verb
stabilizers,1.54,noun
stabilizing,1.39,verb
stable,4.3,adjective
stabled,2.09,verb
stableford,1.39,name
stablehand,1.3,noun
stableisers,1.17,noun
stableman,1.39,noun
stablemate,1.77,noun
stablemates,1.39,noun
stabler,2.04,name
stables,3.68,noun
stabling,2.37,verb
stablisation,2.13,noun
stablise,2.25,verb
stablised,1.87,verb
stabliser,1.6,noun
stablisers,1.39,noun
stablising,2.16,verb
stablity,1.17,noun
stably,1.39,adverb
stabs,2.64,verb
stac,1.54,name
stacatto,1.39,adjective
staccato,2.26,adjective
stace,3.54,name
stacey,4.21,name
stach,1.3,noun
stache,1.47,noun
stachys,1.54,name
stacia,1.47,name
stacie,2.87,name
stack,3.88,verb
stackable,1.84,adjective
stacked,3.52,verb
stacker,2.19,noun
stackers,1.6,noun
stackhat,1.17,noun
stackhouse,1.9,name
stackies,1.17,noun
stackin,1.54,verb
stacking,3.2,verb
stackpole,2,name
stacks,3.33,noun
stackton,1.17,name
stacul,1.97,name
stacy,2.9,name
stad,1.54,name
staddle,1.7,noun
stade,2.74,name
stadge,1.17,noun
stadia,2.69,noun
stadio,2.43,name
stadion,1.39,name
stadium,4.47,noun
stadiums,3.22,noun
stadlen,1.17,name
stadler,1.54,name
stadlette,1.17,name
stadley,1.17,name
stadt,1.54,name
staed,1.17,verb
stael,1.3,name
staff,4.95,noun
staffa,2.3,name
staffan,2.14,name
staffed,3.13,verb
staffell,1.39,name
staffer,1.93,noun
staffers,1.93,noun
staffie,2.52,name
staffies,2.23,name
staffin,1.39,name
staffing,3.22,noun
stafford,3.44,name
staffords,1.9,name
staffordshire,3.99,name
staffordshires,1.3,noun
staffroom,2.58,noun
staffs,2.45,noun
staffy,2.25,name
stafs,1.17,noun
stag,3.88,noun
stage,5.19,noun
stagecoach,2.69,noun
stagecoaches,1.77,noun
stagecraft,2,noun
staged,3.57,verb
stagefright,1.7,name
stagehand,1.77,noun
stagehands,1.7,noun
stagement,1.17,noun
stager,1.65,noun
stagers,1.47,noun
stages,4.22,noun
stagey,1.65,adjective
stagflation,2.17,noun
stagg,2.3,name
stagger,2.84,verb
staggered,3.28,verb
staggering,3.94,adjective
staggeringly,2.7,adverb
staggers,2.36,verb
stagging,1.39,verb
staghounds,1.39,name
staging,3.43,verb
stagioni,1.17,noun
stagler,1.17,name
stagnant,3.06,adjective
stagnate,2.29,verb
stagnated,2.29,verb
stagnates,1.6,verb
stagnating,2.59,verb
stagnation,2.87,noun
stags,3.17,noun
stagy,1.47,adjective
stahl,1.7,name
stai,2.06,unclassified
staib,1.17,noun
staid,2.52,adjective
stailt,1.39,adjective
stain,3.53,verb
stainborough,1.3,name
staindrop,1.47,name
stained,3.79,adjective
stained-glass,3.05,noun
stainer,2.06,name
stainers,1.17,name
staines,2.57,name
stainforth,1.54,name
staing,1.3,verb
staining,2.89,verb
stainless,3.22,adjective
stainmore,1.65,name
stains,3.32,noun
stainton,1.77,name
staipbl,1.17,adjective
staipbls,1.17,verb
stair,3.21,noun
staircase,3.98,noun
staircases,2.93,noun
staired,1.3,verb
stairing,1.47,verb
stairity,1.17,noun
stairlift,2.48,noun
stairlifts,1.7,noun
stairmaster,1.47,noun
stairs,4.42,noun
stairway,2.99,noun
stairways,2.06,noun
stairwell,2.93,noun
stairwells,2.04,noun
staithe,1.3,name
staithes,1.87,name
staj,1.17,noun
stake,4.27,noun
staked,2.87,verb
stakeholder,2.17,noun
stakeholders,3.03,noun
stakeholding,1.17,noun
stakeknife,1.17,name
stakeout,2.39,noun
stakeouts,1.65,noun
staker,1.3,name
stakes,3.9,noun
staking,2.87,verb
stakingly,1.3,adverb
stal,1.47,adjective
stalactite,2.06,noun
stalactites,2.65,noun
stalag,2.32,name
stalagmite,1.93,noun
stalagmites,2.23,noun
stalbridge,1.6,name
stale,3.28,adjective
stalemate,3.27,noun
stalemates,1.39,noun
staleness,1.3,noun
staler,1.3,noun
staley,1.77,name
stalham,1.17,name
stalin,3.52,name
stalingrad,2.75,name
stalinism,1.95,name
stalinist,2.39,adjective
stalinists,1.3,noun
stalins,1.17,noun
stalis,1.47,name
stalk,3.37,noun
stalked,2.86,verb
stalker,3.18,noun
stalkerish,1.3,noun
stalkers,2.4,noun
stalkery,1.17,adjective
stalking,3.5,verb
stalks,3.29,noun
stalky,1.97,adjective
stall,4.18,verb
stalled,3.33,verb
staller,1.17,name
stallholder,2.98,noun
stallholders,2.64,noun
stallin,1.39,verb
stalling,3.14,verb
stallingborough,1.7,name
stallion,3.24,noun
stallions,2.68,noun
stallone,2.9,name
stalls,3.74,noun
stalo,1.17,noun
stalwart,2.85,noun
stalwarts,2.42,noun
stalybridge,2.23,name
stam,2.19,name
stambolova,1.54,name
stamboul,1.3,name
stamen,2.11,noun
stamens,2.31,noun
stamford,3.34,name
stamina,3.61,noun
stammer,3.09,noun
stammered,1.97,verb
stammerer,2.08,noun
stammerers,1.87,noun
stammering,2.64,verb
stammers,2.69,name
stamos,1.47,name
stamp,4.2,noun
stampa,1.3,name
stampe,1.17,name
stamped,3.65,verb
stampede,2.94,noun
stampeded,2.09,verb
stampedes,1.65,noun
stampeding,2.19,verb
stamper,2.11,name
stampers,1.54,noun
stamping,3.22,verb
stamps,3.64,noun
stan,3.7,name
stanage,2.24,name
stanas,1.17,noun
stanbul,1.3,noun
stanbury,1.17,name
stance,3.74,noun
stances,2.11,noun
stanchion,1.87,noun
stanchions,1.97,noun
stancombe,1.3,name
stand,5.25,verb
stand-in,2.74,noun
stand-off,3.22,noun
stand-out,2.93,adjective
stand-up,3.81,adjective
standable,1.3,adjective
standalone,1.97,adjective
standard,4.72,noun
standardisation,2.14,noun
standardise,2,verb
standardised,2.79,adjective
standardises,1.17,verb
standardising,1.81,verb
standardized,1.3,adjective
standards,4.58,noun
standbridge,1.17,name
standby,3.48,noun
standbys,1.54,noun
standed,1.17,verb
standee,1.3,noun
stander,1.95,noun
standers,1.3,noun
standest,1.47,adjective
standeth,1.3,noun
standfast,1.6,name
standford,1.3,name
standin,2.52,verb
standing,4.95,verb
standings,2.95,noun
standish,2.14,noun
standlake,1.17,name
standley,1.47,name
standoff,2.47,noun
standoffish,1.77,adjective
standout,2.47,noun
standouts,1.17,noun
standpipe,1.6,noun
standpipes,2.56,noun
standpoint,2.79,noun
standpoints,1.47,noun
stands,4.64,verb
standside,1.74,noun
standstill,3.31,noun
standup,2.46,noun
standups,1.3,noun
standy,1.54,noun
stane,1.84,noun
stanegate,1.17,name
stanes,1.74,name
stanfield,1.3,name
stanford,2.9,name
stanfords,1.17,name
stang,1.77,name
stanger,2.11,name
stangl,1.7,name
stanham,1.74,name
stanhope,2.86,name
stanhopes,1.39,noun
stanic,1.3,name
stanier,1.17,name
staniforth,1.39,name
staning,1.39,verb
stanion,1.17,name
stanislas,2.19,name
stanislaus,1.6,name
stanislav,2.13,name
stanislavski,1.54,name
stanislavsky,1.54,name
stanislaw,1.47,name
stank,2.78,verb
stanko,1.17,noun
stankovic,1.74,name
stanley,4.05,name
stanleys,1.9,name
stanleyville,1.54,name
stanlow,1.39,name
stanly,1.3,name
stanmore,2.31,name
stannah,2.04,name
stannard,2.34,name
stannic,1.17,adjective
stanning,2.5,name
stanningley,1.3,name
stannington,1.81,name
stanno,1.17,unclassified
stannous,1.17,adjective
stanozolol,1.3,noun
stans,1.54,noun
stansfield,2.45,name
stansgate,1.3,name
stanstead,1.54,name
stansted,3.2,name
stant,1.17,adjective
stanton,2.68,name
stants,1.17,verb
stantton,1.17,noun
stanway,2.13,name
stanwell,1.17,name
stanwick,2.6,name
stanworth,1.17,name
stanwyck,1.81,name
stanyer,1.17,name
stanza,2.24,noun
stanzas,1.7,noun
stap,1.81,verb
stapblt,1.17,noun
stape,1.6,name
staped,1.17,verb
stapeley,1.47,name
stapes,1.97,noun
staph,1.84,name
staphylococcus,2.04,noun
staple,3.46,noun
stapled,2.38,verb
stapleford,2.21,name
staplehurst,1.7,name
stapler,2.58,noun
staplers,1.7,noun
staples,2.99,noun
stapleton,2.63,name
stapley,1.47,name
stapling,2.02,verb
star,5.04,noun
starboard,3.04,noun
starboards,1.17,noun
starbuck,1.81,name
starbucks,3.32,name
starburst,2.29,noun
starbursts,1.17,noun
starch,3.29,noun
starched,2.28,verb
starches,1.93,noun
starchild,1.65,name
starchiness,1.17,noun
starching,1.17,verb
starchitect,1.17,noun
starchy,2.52,adjective
starck,1.65,name
starcraft,1.17,name
starcross,1.47,name
stardom,3.14,noun
stardrive,1.17,adjective
stards,1.17,noun
stardust,3.04,name
stare,3.76,verb
stared,3.19,verb
