string, subtlex_uk.zipf, subtlex_uk.DomPoS
0, , 
0, , 
aceto,1.39,name
acetone,2.19,noun
acetyl,1.3,noun
acetylene,2.23,noun
acevedo,1.17,name
ach,3.18,name
achange,1.17,noun
achanging,1.17,verb
achara,1.54,name
acharya,1.17,name
ache,3.35,noun
acheampong,1.39,name
achebe,1.47,name
ached,2.13,verb
acheing,1.39,name
acher,1.84,name
aches,3.01,noun
acheson,2.23,name
achete,1.17,unclassified
acheter,1.65,noun
achey,1.74,noun
achiefed,1.17,verb
achievable,3.36,adjective
achieve,4.66,verb
achieved,4.48,verb
achievement,4.26,noun
achievements,3.83,noun
achiever,2.42,noun
achievers,2.56,noun
achieves,2.96,verb
achieving,3.79,verb
achike,1.7,name
achill,1.9,name
achille,1.6,name
achillea,1.95,noun
achilleas,1.65,noun
achilleous,1.3,name
achilles,3.4,name
achillies,1.39,noun
achiltibuie,1.47,name
achin,1.77,verb
aching,3.3,verb
achingly,2.06,adverb
achintee,1.54,name
achiral,1.17,adjective
achmad,1.3,name
achmed,1.77,name
achnacarry,2.44,name
achnashellach,1.3,name
acho,1.17,noun
achoo,3.18,name
achooo,1.6,name
achoooooo,1.17,noun
acht,1.7,noun
achtung,2.32,name
achtzehn,1.39,noun
achy,2.66,adjective
acid,4.01,noun
acidalium,1.17,name
acidic,3.26,adjective
acidification,1.47,noun
acidified,1.3,verb
acidify,1.3,verb
acidifying,1.17,adjective
acidity,3.47,noun
acidophilus,1.17,noun
acidosis,1.74,noun
acidotic,1.39,adjective
acidously,1.17,adverb
acids,3.07,noun
acidty,1.39,noun
acidulated,1.9,adjective
acidy,1.47,adjective
acing,1.54,verb
acis,1.39,name
ack,2.6,noun
ackee,2.32,noun
acker,2.19,name
ackerley,2.24,name
ackerman,2.11,name
ackermann,1.54,name
ackers,1.84,name
ackford,1.3,name
ackie,1.54,name
acking,1.17,verb
acklam,1.39,name
ackland,1.77,name
acknowledge,3.89,verb
acknowledged,3.67,verb
acknowledgement,3.14,noun
acknowledgements,1.6,noun
acknowledges,3.04,verb
acknowledging,3.14,verb
acknowledgment,2.19,noun
acknowledgments,1.17,noun
ackowledge,1.17,noun
ackroyd,2.28,name
acks,1.17,verb
ackworth,1.6,name
acl,1.7,name
aclaimed,1.17,adjective
aclammation,1.17,noun
acland,1.39,name
acle,1.54,name
aclimatise,1.17,verb
acls,1.17,noun
aclu,1.3,name
acm,1.17,name
acmd,1.6,name
acme,2.39,name
acn,1.84,name
acne,2.95,noun
aco,1.3,name
acocks,1.17,name
acol,1.81,name
acolyte,1.17,noun
acolytes,2.04,noun
acomb,1.74,name
acome,1.54,verb
acoming,1.3,verb
acomplises,1.39,noun
aconcagua,2.19,name
aconite,1.87,noun
aconites,1.95,noun
aconitum,1.7,name
aconitums,1.17,noun
acorah,2.19,name
acorn,3.13,noun
acorns,3.26,noun
acorrection,1.17,noun
acors,1.17,verb
acost,1.17,preposition
acosta,2.21,name
acourt,1.97,name
acourts,1.39,name
acoustic,3.39,adjective
acoustical,1.3,adjective
acoustically,2.08,adverb
acoustician,1.17,noun
acousticians,1.17,noun
acousticly,1.17,adverb
acoustics,2.97,noun
acp,1.3,name
acpo,2.3,name
acqua,1.54,unclassified
acquaint,2.04,verb
acquaintance,3.21,noun
acquaintances,2.68,noun
acquaintanceship,1.54,noun
acquainted,3.08,verb
acquainting,1.39,verb
acquatic,1.17,adjective
acquent,1.17,adjective
acquiesce,2.08,verb
acquiesced,1.65,verb
acquiescence,1.81,noun
acquiescent,1.47,adjective
acquiesces,1.17,verb
acquiescing,1.3,verb
acquire,3.46,verb
acquired,3.8,verb
acquirer,1.17,noun
acquires,2.21,verb
acquiring,2.99,verb
acquisition,3.18,noun
acquisitions,2.78,noun
acquisitive,1.95,adjective
acquit,2.32,verb
acquits,1.17,verb
acquittal,2.37,noun
acquittals,1.7,noun
acquitted,3.18,verb
acquitting,1.39,verb
acr,1.47,name
acre,3.93,noun
acreage,2.76,noun
acreages,1.17,noun
acred,1.17,verb
acres,4.25,noun
acribus,1.65,noun
acrid,2.53,adjective
acrimonious,2.58,adjective
acrimoniously,1.47,adverb
acrimony,2.48,noun
acro,1.87,noun
acrobat,2.64,noun
acrobatic,2.91,adjective
acrobatically,1.77,adverb
acrobatics,2.87,noun
acrobats,2.77,noun
acromegaly,1.6,adverb
acromion,1.17,noun
acronym,3.19,noun
acronyms,2.26,noun
acrophobia,1.65,noun
acropolis,2.74,name
acropper,1.3,noun
acros,1.65,noun
across,5.49,preposition
acrostics,1.17,noun
acrow,1.65,name
acrude,1.17,noun
acrylic,2.79,adjective
acrylics,2.23,noun
acs,2.28,name
acsays,1.17,noun
acseptember,1.17,noun
act,4.99,noun
actaeon,2.44,name
acte,1.65,name
acted,3.95,verb
acteon,1.17,name
acter,1.17,noun
actie,1.87,name
actimel,2,name
actin,2.06,verb
acting,4.55,verb
acting\/singing,1.17,verb
actinic,1.17,adjective
actinide,1.3,noun
actinium,1.54,noun
action,5.09,noun
action-packed,2.96,adjective
actionable,1.93,adjective
actionaid,1.39,name
actioned,1.95,verb
actioner,1.17,noun
actioning,1.17,verb
actions,4.26,noun
actiony,1.17,noun
actism,1.74,noun
actium,1.54,name
activate,3.41,verb
activated,3.33,verb
activates,2.46,verb
activating,2.53,verb
activation,2.66,noun
activations,1.39,noun
activator,2.19,noun
active,4.33,adjective
activeitivity,1.17,noun
actively,3.67,adverb
actives,1.17,noun
activia,1.9,name
activism,2.83,noun
activist,3.5,noun
activists,3.87,noun
activities,4.21,noun
activity,4.43,noun
activitys,1.54,noun
actly,1.47,adverb
acton,3.16,name
actons,1.39,name
actor,4.54,noun
actoring,1.17,noun
actorly,1.3,adverb
actors,4.26,noun
actory,1.54,adjective
actor\/director,1.3,noun
actrapid,1.17,noun
actress,4.27,noun
actresses,3.42,noun
actresss,1.81,noun
actressy,1.39,adjective
acts,4.27,noun
actsed,1.3,verb
actsors,1.17,noun
actu,1.39,noun
actual,4.6,adjective
actualisation,1.17,noun
actualise,1.7,verb
actualised,1.39,verb
actualite,1.17,noun
actualities,1.3,noun
actuality,2.17,noun
actuallity,1.17,noun
actually,5.79,adverb
actuals,1.17,noun
actualy,1.17,name
actuarial,1.47,adjective
actuarially,1.17,adverb
actuaries,1.7,noun
actuary,1.9,noun
actuated,1.47,verb
actuator,1.6,noun
actuators,1.39,noun
acu,1.77,name
acue,1.3,verb
acuerdo,1.39,noun
acuff,1.17,name
acuity,1.65,noun
acumen,2.65,noun
acuna,1.47,name
acupressure,1.47,noun
acupuncture,2.6,noun
acupuncturist,1.74,noun
acura,1.6,name
acured,1.17,verb
acutally,1.17,adverb
acute,3.66,adjective
acutely,3.02,adverb
acuteness,1.17,noun
acuter,1.17,noun
acy,1.3,noun
acyclovir,1.17,noun
ac\/dc,2.56,name
ad,4.09,noun
ad14,1.39,number
ad246,1.17,name
ad37,1.17,name
ad43,1.54,name
ad60,1.17,name
ad70,1.17,name
ad71,1.39,name
ad79,1.47,number
ada,3.11,name
adaba,1.17,noun
adage,2.79,noun
adages,1.39,noun
adagio,2.25,name
adain,1.54,name
adair,2.48,name
adalat,1.74,name
adam,4.72,name
adama,1.17,name
adamant,3.55,adjective
adamantine,1.54,adjective
adamantium,1.39,noun
adamantly,2.13,adverb
adamesque,1.47,name
adami,1.17,name
adamites,1.17,name
adamo,1.17,name
adamou,1.3,name
adams,4.14,name
adamski,1.47,name
adamson,2.77,name
adamsons,2.21,name
adamstown,1.3,name
adamu,1.54,name
adan,1.17,verb
adana,1.47,name
adanna,1.87,name
adapt,3.82,verb
adaptability,2.53,noun
adaptable,3.16,adjective
adaptation,3.37,noun
adaptations,3.08,noun
adapted,3.87,verb
adapter,2.04,noun
adapters,1.39,noun
adapting,3.26,verb
adaption,1.93,noun
adaptions,1.54,noun
adaptive,2.34,adjective
adaptively,1.17,adverb
adaptor,2.14,noun
adaptors,1.77,noun
adapts,2.38,verb
adar,1.47,name
adas,1.3,name
aday,1.81,noun
adays,1.3,verb
adb,1.54,name
adbc,1.47,name
adc,1.65,name
adcock,2.24,name
add,5,verb
adda,1.17,name
addaction,1.17,name
addage,1.3,noun
addalia,1.3,name
addams,2.75,name
added,4.65,verb
addenbrokes,1.3,name
addenbrooke,2.39,name
addenbrookes,1.81,name
addendum,2.08,noun
adder,3.26,noun
adderbury,1.39,name
adderley,1.65,name
adders,2.85,noun
addic,1.17,adjective
addicks,2.23,name
addict,3.53,noun
addicted,3.62,verb
addicting,1.3,verb
addiction,3.75,noun
addictions,2.8,noun
addictis,1.6,noun
addictive,3.3,adjective
addictively,1.17,adverb
addicts,3.48,noun
addidas,1.17,name
addie,2.21,name
adding,4.3,verb
addingham,1.47,name
addington,2.28,name
addinsell,1.17,name
addio,1.54,noun
addis,2.61,name
addison,2.97,name
addition,4.15,noun
additional,4.27,adjective
additionality,1.17,noun
additionally,2.38,adverb
additionals,1.17,noun
additionam,1.17,noun
additions,3.09,noun
additive,2.28,adjective
additives,2.81,noun
addle,1.39,verb
addled,2.44,verb
addles,1.3,noun
addlestone,1.84,name
addlestrop,1.47,name
addling,1.3,verb
addlington,1.77,name
addo,1.39,name
addolaf,1.3,noun
addolwn,1.54,adjective
address,4.69,noun
addressable,1.17,adjective
addressed,3.99,verb
addressee,1.47,name
addresses,3.69,noun
addressing,3.75,verb
addresss,1.74,noun
adds,4.19,verb
adduce,1.47,verb
adduced,1.54,verb
adductor,1.3,noun
addy,1.87,name
ade,3.19,name
adeal,1.17,adjective
adebare,1.77,name
adebayo,1.6,name
adebayor,2.73,name
adebola,1.84,name
aded,1.17,adjective
adee,1.93,name
adeeb,2.78,name
adeel,1.17,name
adeer,1.17,noun
adegree,1.39,verb
adel,2.51,name
adela,2,name
adelaide,3.43,name
adelante,1.39,name
adelbert,1.54,name
adelboden,2.02,name
adele,3.64,name
adelekan,1.39,name
adelheid,1.81,name
adelie,2.04,name
adelies,1.74,name
adelina,1.81,name
adeline,2.56,name
adelle,1.65,name
adelphi,2.34,name
adem,2.11,name
aden,2.85,name
adeney,1.3,name
adenine,1.65,name
adeniran,1.3,name
adenocarcinoma,1.17,noun
adenoidal,1.39,adjective
adenoids,2.06,noun
adenosine,1.65,noun
adeola,2.09,name
adeoye,1.93,name
adepartment,1.17,adjective
adepitan,2.23,name
adept,2.97,adjective
adeptly,1.6,adverb
adeptness,1.17,noun
adequacy,2.16,noun
adequate,3.71,adjective
adequately,3.06,adverb
adere,2.47,name
aderin,1.9,name
aderyn,1.39,noun
ades,1.47,name
adesso,2.06,name
adeste,1.17,name
adeyemi,1.93,name
adf,1.3,name
adfer,1.3,name
adge,1.47,verb
adges,1.3,noun
adha,1.47,name
adhan,1.17,noun
adhd,2.78,name
adhere,2.97,verb
adhered,2.64,verb
adherence,2.24,noun
adherent,1.54,adjective
adherents,1.84,noun
adheres,2.13,verb
adhering,2.46,verb
adhesion,1.87,noun
adhesional,1.17,adjective
adhesions,1.7,noun
adhesive,2.84,adjective
adhesives,1.7,noun
adi,2.47,name
adia,1.39,name
adiabatic,1.3,adjective
adid,1.17,adjective
adidas,2.59,name
adie,2.69,name
adieu,2.76,name
adieux,1.17,name
adiga,1.65,name
adige,1.39,name
adigun,1.39,name
adil,2.69,name
adin,1.17,name
adina,2.58,name
adio,1.17,name
adios,2.96,noun
adipose,2.28,name
adiposian,1.39,adjective
adirondack,1.39,name
adirondacks,1.87,name
adis,1.3,name
adisagree,1.17,verb
aditi,1.6,name
adits,1.17,verb
aditya,1.47,name
adj,1.17,noun
adjabiya,1.54,name
adjacent,3.23,adjective
adjani,1.17,name
adjay,1.97,name
adjectival,1.6,adjective
adjective,3.04,adjective
adjectives,2.64,noun
adjei,1.39,name
adjitti,1.17,name
adjoin,1.74,verb
adjoined,1.6,verb
adjoining,3.13,adjective
adjoins,2.06,verb
adjourn,2.43,verb
adjourned,2.98,verb
adjourning,1.6,verb
adjournment,2.76,noun
adjourns,1.39,noun
adjua,1.3,name
adjudged,2.35,verb
adjudicate,2.36,verb
adjudicated,2.08,verb
adjudicates,1.3,verb
adjudicating,2.04,verb
adjudication,2.38,noun
adjudications,1.77,noun
adjudicator,3.33,noun
adjudicators,2.28,noun
adjunct,1.95,noun
adjust,3.74,verb
adjustable,2.72,adjective
adjusted,3.21,verb
adjuster,2.21,noun
adjusters,1.9,noun
adjusting,3.21,verb
adjustment,3.35,noun
adjustments,3.29,noun
adjustor,1.7,noun
adjustors,1.47,noun
adjusts,2.37,verb
adjutant,2.25,name
adjuvant,1.3,name
adkin,1.47,name
adkins,2.85,name
adl,1.17,name
adlai,1.74,name
adlan,2.56,name
adlard,1.54,name
adlene,1.3,name
adler,2.76,name
adlers,1.54,name
adlertag,1.39,name
adlestrop,1.39,name
adli,1.17,name
adlibbed,1.17,verb
adlington,3.11,name
adlingtons,1.3,name
admen,1.3,noun
admendment,1.7,noun
admin,3.37,noun
administer,3.21,verb
administered,3.19,verb
administering,2.79,verb
administerive,1.3,adjective
administers,2.32,verb
administrate,1.65,verb
administrating,1.84,verb
administration,4.28,noun
administrational,1.17,adjective
administrations,3.17,noun
administrative,3.34,adjective
administratively,2,adverb
administrator,3.48,noun
administrators,3.36,noun
adminstration,1.3,noun
admirabile,1.54,adjective
admirable,3.14,adjective
admirably,2.73,adverb
admiral,3.57,name
admirals,2.47,noun
admiralty,3.08,name
admiraltyry,1.17,name
admiration,3.47,noun
admire,3.97,verb
admired,3.67,verb
admirer,3.14,noun
admirers,3.15,noun
admires,2.57,verb
admiring,3.35,verb
admiringly,1.65,adverb
admissibility,1.39,noun
admissible,2.28,adjective
admission,3.61,noun
admissions,3.41,noun
admit,4.48,verb
admits,3.68,verb
admittance,2.34,noun
admitted,4.25,verb
admittedly,3.22,adverb
admitting,3.52,verb
admixture,1.3,noun
admonish,1.65,verb
admonished,2.09,verb
admonishes,1.54,verb
admonishing,1.6,verb
admonishment,1.17,noun
admonition,1.54,noun
admonitions,1.6,name
adn,1.87,name
adnams,1.39,name
adnan,1.39,name
ado,3.42,noun
adobe,2.28,noun
adoboli,2.21,name
adoha,2.28,name
adolescence,2.78,noun
adolescent,2.99,adjective
adolescents,2.55,noun
adolf,3.29,name
adolfo,1.54,name
adolfson,1.3,name
adoll,1.17,noun
adolph,2.38,name
adolphe,2.39,name
adolphish,1.3,adjective
adolphus,1.81,name
adomah,1.87,name
adomnan,1.74,name
adon,1.47,name
adonai,1.54,name
adonais,1.65,name
adone,1.7,name
adonis,3.18,name
adonises,1.3,name
adopt,3.8,verb
adoptable,1.17,adjective
adoptation,1.17,noun
adopted,4.07,verb
adoptee,1.39,noun
adoptees,1.3,noun
adopter,1.6,noun
adopters,2.47,noun
adopting,3.32,verb
adoption,3.67,noun
adoptions,2.35,noun
adoptive,2.87,adjective
adoptors,1.17,noun
adopts,2.47,verb
adora,1.39,adjective
adorable,3.58,adjective
adorableness,1.47,noun
adorably,1.39,adverb
adoramus,1.6,name
adoration,2.63,noun
adorations,1.17,noun
adore,3.79,verb
adored,3.47,verb
adoremus,1.39,verb
adorers,1.17,noun
adores,2.97,verb
adoring,2.92,verb
adoringly,1.84,adverb
adorn,2.77,verb
adorned,2.86,verb
adorning,2.24,verb
adornment,2.33,noun
adornments,1.84,noun
adorno,1.17,name
adorns,2.04,verb
adoro,1.17,unclassified
adown,1.54,name
adr,1.84,name
adre,1.47,noun
adread,1.17,noun
adren,1.17,adjective
adrenal,2.38,adjective
adrenalin,3.49,noun
adrenaline,3.64,noun
adria,1.93,name
adriaan,1.77,name
adrian,4.04,name
adriana,2.25,name
adrianna,1.77,name
adrianne,2.23,name
adriano,2.02,name
adrianteardrops,1.17,name
adrianus,1.65,name
adriatic,2.71,name
adrien,1.81,name
adrienne,2.77,name
adrift,3.28,noun
adrik,1.39,name
adroit,1.54,adjective
adroitly,1.39,adverb
ads,3.51,noun
adshead,1.17,name
adsl,1.39,name
adsorption,1.39,noun
adspice,1.17,noun
adt,1.3,name
adu,1.54,name
adua,1.54,name
adudu,1.17,name
aduki,1.47,noun
adulate,1.17,adjective
adulated,1.3,verb
adulation,2.78,noun
adult,4.4,noun
adulter,1.17,noun
adulterate,1.54,verb
adulterated,1.97,verb
adulterating,1.39,verb
adulteration,1.6,noun
adulterer,2.28,noun
adulterers,1.97,noun
adulteress,2,noun
adulteresses,1.17,noun
adulteries,1.17,noun
adulterous,2.33,adjective
adultery,3.06,noun
adulthood,3.19,noun
adults,4.27,noun
adumim,1.47,name
adur,1.39,name
adution,1.17,noun
adva,1.39,noun
advance,4.42,noun
advanced,4.01,adjective
advancement,2.82,noun
advancements,2.04,noun
advances,3.61,noun
advancing,3.31,verb
advantage,4.67,noun
advantaged,2.17,adjective
advantageous,2.79,adjective
advantageously,1.39,adverb
advantages,3.68,noun
adveniat,1.47,name
advent,3.27,noun
adventist,2.08,name
adventists,1.81,name
adventitious,1.17,adjective
adventu,1.3,noun
adventure,4.43,noun
adventurecall,1.39,name
adventured,1.17,verb
adventureland,1.84,name
adventureous,1.3,adjective
adventurer,3.37,noun
adventurerer,1.17,noun
adventurers,3.69,noun
adventures,3.84,noun
adventuresome,1.47,adjective
adventuress,1.6,noun
adventuring,2.21,verb
adventurism,1.39,noun
adventurist,1.17,adjective
adventurists,1.17,noun
adventurous,3.69,adjective
adventurously,1.54,adverb
adventurousness,1.3,noun
adver,1.17,noun
adverb,2.02,noun
adverbs,1.39,noun
adversarial,2.46,adjective
adversaries,2.54,noun
adversary,2.85,noun
adverse,3.27,adjective
adversely,2.76,adverb
adversities,1.54,noun
adversity,3.24,noun
advert,3.91,noun
adverted,1.17,adjective
advertise,3.5,verb
advertised,3.59,verb
advertisement,3.22,noun
advertisements,2.96,noun
advertiser,2.57,name
advertisers,3.03,noun
advertises,2.37,verb
advertising,4.21,noun
advertisment,1.87,noun
advertisments,1.17,noun
advertophobia,1.17,name
adverts,3.67,noun
advice,4.85,noun
adviced,1.17,verb
adviceed,1.3,verb
adviceedly,1.17,adverb
advicer,1.3,noun
advices,1.81,noun
advil,1.17,noun
advisability,1.39,noun
advisable,2.79,adjective
advise,3.98,verb
advised,3.9,verb
advisedly,2.08,adverb
adviser,3.96,noun
advisers,3.68,noun
advises,3.04,verb
advisible,1.3,adjective
advising,3.51,verb
advisor,3.55,noun
advisories,1.17,noun
advisors,3.08,noun
advisory,3.35,adjective
advocaat,2.17,name
advocacy,2.74,noun
advocate,3.65,noun
advocated,3.03,verb
advocates,2.96,noun
advocating,3.22,verb
advocation,1.17,noun
advocator,1.3,noun
adwick,1.3,name
adwords,1.54,name
ady,2.13,name
adz,1.6,noun
adze,2.4,name
adzuki,1.17,name
ae,2.71,name
aea,1.6,name
aeaea,1.3,name
aeb,1.3,verb
aed,2.43,verb
aedes,1.17,noun
aee,1.17,noun
aeed,1.17,verb
aef,1.17,verb
aefr,1.17,noun
aeg,1.17,name
aegae,1.17,name
aegean,2.73,name
aegeon,1.17,name
aegeus,1.17,name
aegis,1.81,noun
aegon,2.11,name
aegs,1.17,verb
aei,1.3,name
aej,1.3,noun
aek,1.39,name
aelfric,1.54,name
aelita,1.3,name
aelred,1.47,name
aels,1.17,verb
aem,1.54,name
aen,1.84,noun
aeneas,2.31,name
aeneid,1.7,name
aengus,1.47,name
aeolian,1.77,adjective
aeolipile,1.17,noun
aeolus,1.9,name
aeon,1.39,name
aeoniums,1.17,noun
aeons,2,noun
aer,2.59,name
aerate,2.11,verb
aerated,2.34,adjective
aerates,1.65,verb
aerating,1.87,verb
aeration,1.65,noun
aerial,3.72,adjective
aerialist,1.47,noun
aerials,2.67,noun
aeriel,1.39,noun
aerith,1.17,name
aero,2.63,noun
aerobatic,2.29,adjective
aerobatics,2.25,noun
aerobic,2.43,adjective
aerobically,1.17,adverb
aerobics,2.86,noun
aerodrome,2.56,noun
aerodromes,1.93,noun
aerodynamic,2.87,adjective
aerodynamically,1.97,adverb
aerodynamicist,1.54,noun
aerodynamics,2.64,noun
aerofilms,1.93,name
aeroflot,1.54,name
aerofoil,1.84,noun
aerofoils,1.3,noun
aerofood,1.17,name
aerogel,1.93,noun
aerogeophysics,1.3,noun
aeromax,1.17,name
aeron,1.54,name
aeronaut,1.39,noun
aeronautic,1.3,name
aeronautica,1.17,noun
aeronautical,2.39,adjective
aeronautics,2.16,name
aeronauts,1.47,noun
aeroplane,3.86,noun
aeroplanes,3.49,noun
aeros,1.84,name
aerosmith,2.39,name
aerosol,2.63,noun
aerosoled,1.17,verb
aerosols,2.13,noun
aerospace,3.13,noun
aers,1.54,verb
aert,1.17,adjective
aertex,1.39,noun
aes,1.47,name
aeschylus,2.14,name
aesop,2.26,name
aest,1.3,adjective
aestel,1.17,noun
aesthete,1.39,noun
aesthetes,1.65,noun
aesthetic,3.37,adjective
aesthetically,2.84,adverb
aesthetics,2.74,noun
aestival,1.17,noun
aet,1.65,name
aeterna,1.6,unclassified
aeternam,2,noun
aeternum,1.39,noun
aeth,1.3,noun
aethelred,1.81,name
aethelwold,1.65,name
aethelwynne,2.83,name
aetherius,1.54,name
aethiopica,1.3,noun
aetiology,1.17,noun
aetius,1.17,name
aetna,1.3,name
aets,1.39,verb
aeu,1.3,name
aeupbg,1.3,noun
af,2.58,name
afa,1.6,name
afalla,1.17,noun
afan,2.23,name
afanaseva,1.3,name
afar,3.08,noun
afarensis,2.19,noun
afavour,1.3,noun
afc,2.59,name
afe,1.17,name
afeard,1.97,verb
afeared,1.65,adjective
afeel,1.17,adjective
afellay,1.54,name
afence,1.17,verb
afer,1.17,noun
afew,1.3,adjective
aff,3.06,noun
affa,1.39,noun
affability,1.17,noun
affable,2.43,adjective
affadavits,1.17,noun
affair,4.3,noun
affaire,1.47,noun
affaires,1.17,unclassified
affairs,4.28,noun
affect,4.52,verb
affectation,2.09,noun
affectations,1.39,noun
affected,4.55,verb
affecting,4.01,verb
affection,3.74,noun
affectionate,3.15,adjective
affectionately,2.99,adverb
affections,2.91,noun
affective,2.02,adjective
affectively,1.17,adverb
affects,4.03,verb
afferent,1.17,adjective
affeti,1.17,unclassified
affianced,1.17,verb
afficionado,1.17,noun
affidavit,2.25,noun
affidavits,1.54,noun
affiliate,2.29,noun
affiliated,2.87,verb
affiliates,2.29,noun
affiliation,2.63,noun
affiliations,2.17,noun
affineur,1.39,noun
affinities,1.74,noun
affinity,3.05,noun
affirm,2.3,verb
affirmation,2.44,noun
affirmations,1.17,noun
affirmative,3.09,adjective
affirmatively,1.17,adverb
affirmed,2.23,verb
affirming,2.44,verb
affirms,1.81,verb
affirmtive,1.3,adjective
affix,1.7,verb
affixed,1.84,verb
afflatus,1.17,adjective
affleck,2.72,name
afflict,2.19,verb
afflicted,2.7,verb
afflicting,1.81,verb
affliction,2.65,noun
afflictions,2,noun
afflicts,2.06,verb
affloat,1.39,noun
affluence,2.65,noun
affluent,3.4,adjective
affluenza,1.3,name
afford,4.76,verb
affordability,3.05,noun
affordable,4.09,adjective
affordably,1.65,adverb
afforded,3.15,verb
affordibility,1.39,noun
affording,2.5,verb
affords,2.6,verb
afforestation,1.17,noun
affray,2.5,noun
affric,1.93,name
affright,1.47,verb
affrighted,1.3,verb
affront,2.69,noun
affronted,2.14,verb
affrontry,1.17,noun
affronts,1.17,noun
afganistan,2.44,name
afghan,4.21,name
afghani,2.23,name
afghanis,2.09,name
afghanistan,4.74,name
afghanistans,1.39,name
afghanistan\/pakistan,1.17,name
afghans,3.51,name
afghan\/pakistan,1.17,name
afi,1.17,name
afia,3.63,name
aficionado,2.46,noun
aficionados,2.6,noun
afield,3.5,noun
afilliation,1.39,noun
afin,1.3,noun
afire,1.9,adverb
afl,1.74,name
aflame,2.19,noun
aflatoxin,1.54,noun
afloat,3.35,adverb
aflood,1.17,verb
aflutter,1.95,noun
afly,1.3,adverb
afoa,2.6,name
afobe,1.65,name
afon,1.84,name
afoot,3.08,adverb
afor,1.17,noun
afore,2.38,adverb
aforementioned,2.37,adjective
aforesaid,1.97,adjective
aforethought,1.77,adjective
afoul,1.54,noun
afp,1.6,name
afplt,1.17,preposition
afr,1.17,noun
afra,1.3,preposition
afrai,1.3,noun
afraid,5.03,adjective
afrd,1.17,verb
afresh,2.98,noun
afri,1.74,name
afric,1.17,adjective
africa,4.85,name
african,4.47,adjective
african-american,2.91,adjective
africana,1.3,name
africanist,1.47,name
africans,3.56,name
africanus,1.6,noun
africas,1.17,name
africat,2.14,name
afridi,2.75,name
afrika,2.39,name
afrikaan,1.3,adjective
afrikaaner,1.17,name
afrikaans,2.73,name
afrikaner,2.11,name
afrikaners,2.04,name
afrique,1.47,name
afrl,1.17,verb
afro,3.07,name
afrobeat,1.84,name
afrocentric,1.3,adjective
afrodite,1.17,name
afrom,1.3,verb
afron,1.3,name
afros,1.47,noun
afrpblgts,1.47,noun
afs,1.95,name
afsaneh,2.32,name
afsare,2.11,name
afsghanidan,1.17,name
aft,2.65,noun
aftab,2.04,name
after,5.94,preposition
afterall,2.69,adverb
afterbirth,2.24,noun
afterburn,1.47,noun
afterburners,1.84,noun
aftercare,2.21,noun
afterdinner,1.17,adjective
aftereffect,1.39,noun
aftereffects,1.65,noun
afterglow,1.97,noun
afterhours,1.39,noun
afteric,1.3,adjective
afterimage,1.47,noun
afteriously,1.17,adverb
afterlife,3.21,noun
afterlives,1.17,noun
aftermarket,1.17,noun
aftermath,3.64,noun
aftermaths,1.3,noun
afternoo,1.47,noun
afternoon,5.06,noun
afternoons,3.17,noun
afternoony,1.17,adjective
afternooon,1.17,noun
afterparty,1.6,noun
afters,2.74,noun
aftersales,1.65,name
afterschool,1.9,noun
aftershave,3.14,noun
aftershaves,1.74,noun
aftershavey,1.17,noun
aftershock,2.46,noun
aftershocks,2.7,noun
aftershow,1.87,noun
aftersun,1.3,noun
aftertaste,2.64,noun
afterthe,1.17,adverb
afterthought,2.66,noun
